Obs,Hubids,Eircode,Month,TwoHrSlot,%gas,heat_mean,heat_stddev,h_pr0-1,h_pr1-10,h_pr10-20,h_pr20-30,h_pr30-40,h_pr40-50,h_pr50-60,h_pr60-70,h_pr70-80,h_pr80-90,h_pr90-99,h_pr99-100,boiler_mean,boiler_stddev,b_pr0-1,b_pr1-10,b_pr10-20,b_pr20-30,b_pr30-40,b_pr40-50,b_pr50-60,b_pr60-70,b_pr70-80,b_pr80-90,b_pr90-99,b_pr99-100
4144,48,E91,12,2,0.662403475,4.246862939,18.48152075,0.94015444,0.000965251,0.002171815,0.007722008,0.001447876,0.006515444,0.006515444,0.001930502,0.002171815,0.001930502,0.000723938,0.027750965,2.053571439,10.18305436,0.945704633,0.006756757,0.005067568,0.012548263,0.009169884,0.006274131,0.00530888,0.000965251,0.00265444,0.00530888,0,0.000241313
4135,47,E91,12,4,0.661426844,7.072019377,21.91532428,0.885852479,0.003869407,0.001692866,0.01305925,0.00362757,0.015961306,0.031922612,0.00362757,0.004836759,0.002176542,0.000967352,0.032406288,4.582636054,14.73473578,0.889480048,0.005320435,0.008948005,0.020798065,0.010882709,0.041596131,0.004353083,0.004111245,0.005804111,0.008706167,0,0
4150,47,E91,12,6,0.66313253,17.96614459,33.92621003,0.737108434,0.009638554,0.012289157,0.017831325,0.009156627,0.044096386,0.023373494,0.010361446,0.021927711,0.006506024,0.006987952,0.100722892,13.12438557,26.31323877,0.74626506,0.015421687,0.016626506,0.024578313,0.042891566,0.045060241,0.00939759,0.015662651,0.027710843,0.043373494,0.000722892,0.012289157
4168,48,E91,12,8,0.662667946,15.81924183,32.99979149,0.77303263,0.010556622,0.015115163,0.012955854,0.014635317,0.019193858,0.011516315,0.012715931,0.015115163,0.01487524,0.012955854,0.087332054,11.4416507,24.90527177,0.77903071,0.015355086,0.019193858,0.026871401,0.020393474,0.025191939,0.014395393,0.02303263,0.027351248,0.046065259,0.001439539,0.001679463
4169,48,E91,12,10,0.664667786,14.46073399,31.5332815,0.784840489,0.014152075,0.013432478,0.013912209,0.014631806,0.016071,0.013192612,0.015591269,0.013432478,0.015111538,0.010314224,0.075317822,10.26936915,23.37877634,0.7903574,0.017270329,0.019908851,0.028783881,0.020868314,0.022547373,0.016790597,0.020388582,0.020388582,0.041496762,0.000959463,0.000239866
4168,47,E91,12,12,0.664587332,13.33351726,30.76313427,0.806861804,0.010076775,0.010796545,0.011036468,0.016074856,0.015115163,0.009596929,0.01487524,0.011276392,0.007917466,0.010556622,0.075815739,9.184429004,22.38477505,0.812380038,0.014395393,0.019433781,0.022552783,0.022792706,0.023272553,0.014395393,0.014635317,0.012476008,0.041746641,0.00071977,0.001199616
4171,47,E91,12,14,0.665068329,19.00659316,35.20885856,0.724766243,0.013905538,0.015104292,0.017981299,0.018940302,0.020618557,0.019659554,0.018940302,0.013665788,0.016063294,0.013426037,0.106928794,13.77156559,26.77915281,0.733157516,0.016303045,0.024934069,0.033085591,0.027331575,0.031407336,0.015823544,0.028770079,0.021577559,0.063533925,0.002877008,0.001198753
4173,47,E91,12,16,0.664989216,33.61931465,40.93113371,0.515935778,0.021327582,0.023484304,0.034267913,0.031152648,0.038341721,0.029475198,0.03498682,0.042415528,0.030194105,0.022525761,0.175892643,26.2100168,32.97384142,0.522645579,0.027318476,0.03666427,0.047927151,0.0428948,0.051042416,0.035705727,0.056554038,0.041456985,0.129642943,0.002875629,0.005271987
4177,47,E91,12,18,0.664831219,37.2784774,42.51917582,0.490543452,0.013885564,0.019631314,0.035192722,0.02633469,0.054105818,0.027531721,0.02441944,0.037347379,0.024658846,0.021067752,0.225281302,28.47440757,34.17603663,0.502753172,0.017716064,0.044768973,0.044529567,0.039023222,0.057218099,0.035192722,0.044529567,0.047641848,0.155853483,0.002394063,0.00837922
4145,47,E91,12,20,0.662002413,24.7366707,38.12193818,0.644632087,0.01495778,0.016887817,0.021712907,0.019059107,0.044149578,0.02291918,0.02291918,0.021712907,0.018094089,0.020024125,0.132931242,18.12108571,29.74991032,0.660554885,0.022436671,0.029433052,0.032328106,0.029433052,0.04800965,0.026296743,0.023401689,0.02774427,0.096501809,0.001688782,0.002171291
4147,47,E91,12,22,0.662647697,12.05174824,28.34258221,0.805883771,0.012056909,0.014709429,0.01446829,0.013021461,0.028454304,0.010851218,0.01712081,0.009886665,0.010368941,0.009886665,0.053291536,8.371738639,20.97799426,0.818181818,0.016638534,0.020255606,0.021461297,0.023149265,0.024596094,0.015191705,0.013503738,0.018085363,0.027489752,0.000482276,0.000964553
6336,66,F12,1,0,0.577809343,10.12312184,29.04244191,0.879734848,0.003156566,0.003787879,0.003630051,0.003787879,0.006313131,0.004103535,0.003472222,0.003314394,0.002683081,0.001578283,0.084438131,3.692313781,14.16182195,0.909248737,0.011205808,0.016729798,0.010732323,0.010574495,0.012152778,0.006155303,0.004419192,0.008207071,0.008207071,0.000473485,0.001893939
6253,65,F12,1,2,0.583559891,9.137757878,28.30978982,0.901327363,0.00047977,0.001119463,0.002558772,0.001279386,0.002079002,0.001599232,0.001759156,0.002558772,0.000639693,0.001119463,0.08347993,2.837965805,12.48077442,0.928674236,0.007036622,0.015192708,0.011514473,0.008156085,0.009275548,0.001439309,0.002079002,0.009595394,0.00591716,0.000319846,0.000799616
6243,67,F12,1,4,0.585135352,10.54712478,29.15533095,0.865289124,0.003363767,0.004805382,0.015217043,0.002402691,0.007368252,0.009290405,0.000480538,0.003043409,0.000961076,0.000640718,0.087137594,4.481659467,15.38337845,0.885311549,0.009130226,0.022264937,0.026589781,0.011052379,0.019541887,0.003043409,0.002082332,0.003684126,0.011853276,0.000640718,0.004805382
6356,65,F12,1,6,0.57410321,25.01540279,38.79334776,0.6625236,0.005349276,0.007709251,0.024858402,0.010383889,0.038388924,0.034455632,0.012743864,0.032882316,0.007551919,0.007237256,0.15591567,16.37522028,27.88499723,0.678886092,0.011327879,0.035556954,0.034770296,0.030679673,0.058684707,0.02375708,0.030522341,0.047199497,0.037759597,0.002674638,0.008181246
6372,65,F12,1,8,0.573917137,23.45532015,37.86909161,0.666823603,0.011927181,0.011770245,0.034839925,0.013496547,0.043628374,0.016635279,0.012084118,0.023383553,0.010514752,0.011613308,0.143283114,15.73323921,28.16431425,0.684871312,0.023697426,0.028405524,0.049748901,0.036566227,0.036095417,0.015379787,0.024639046,0.023854363,0.058851224,0.004394225,0.013496547
6399,65,F12,1,10,0.573995937,21.12534772,37.30294626,0.713861541,0.011876856,0.012345679,0.018440381,0.012970777,0.020940772,0.013752149,0.017033912,0.0201594,0.013752149,0.012189405,0.132676981,14.13155182,27.26775677,0.729176434,0.018127832,0.02828567,0.027660572,0.027035474,0.030160963,0.021878419,0.029379591,0.023753712,0.050007814,0.004531958,0.010001563
6397,65,F12,1,12,0.574175395,19.9539628,36.35465028,0.726277943,0.011255276,0.011411599,0.017820854,0.015944974,0.01719556,0.017351884,0.015632328,0.021259966,0.012193216,0.012974832,0.120681569,13.08779118,26.43188663,0.742691887,0.01860247,0.026574957,0.032046272,0.027043927,0.030170392,0.020634673,0.01954041,0.024542754,0.040956698,0.004689698,0.012505862
6413,65,F12,1,14,0.573990332,19.72161234,35.89431406,0.719164198,0.015125526,0.013098394,0.019179791,0.017308592,0.023234056,0.018244191,0.016528926,0.014657726,0.014969593,0.011694995,0.116794012,13.15418682,26.08913463,0.730391392,0.023234056,0.030095119,0.030562919,0.031810385,0.034305317,0.019491658,0.021674723,0.021674723,0.041946047,0.004054265,0.010759395
6413,65,F12,1,16,0.574302199,29.99789491,40.71834159,0.583346328,0.017308592,0.017932325,0.023234056,0.02151879,0.038359582,0.030095119,0.023545922,0.02869172,0.019959457,0.022142523,0.173865586,22.27845005,32.79952462,0.599563387,0.024169655,0.033993451,0.038203649,0.036488383,0.051302043,0.029471386,0.03633245,0.032590051,0.072976766,0.009511929,0.03539685
6418,65,F12,1,18,0.57354316,37.02868494,43.18204347,0.508102213,0.016360237,0.017450919,0.027267061,0.027422873,0.034746027,0.026020567,0.02804612,0.03412278,0.02368339,0.021969461,0.234808352,28.42793709,35.74644689,0.524150826,0.021969461,0.032564662,0.042692428,0.042848239,0.047366781,0.031785603,0.04378311,0.046899346,0.102524151,0.010595201,0.052820193
6409,65,F12,1,20,0.574816664,30.31149946,42.30807809,0.60851927,0.013106569,0.014666875,0.020908098,0.020283976,0.02402871,0.015447028,0.016227181,0.022780465,0.019191762,0.015759089,0.20908098,21.93435799,33.65104602,0.625682634,0.020752067,0.029957872,0.035418942,0.035418942,0.033546575,0.023560618,0.028241535,0.039943829,0.077235138,0.007489468,0.042752379
6408,65,F12,1,22,0.574594257,17.96206305,34.6387286,0.744382022,0.011548065,0.011860175,0.018414482,0.01232834,0.030430712,0.016385768,0.0110799,0.014825218,0.011235955,0.009831461,0.107677903,11.19079276,24.49569823,0.764981273,0.018882647,0.0332397,0.028870162,0.025124844,0.031835206,0.017322097,0.016541823,0.019818976,0.022315855,0.004369538,0.016697878
6215,67,F12,2,0,0.576508447,9.294593729,28.01783653,0.889782784,0.003539823,0.003700724,0.003378922,0.002574417,0.005470636,0.002735318,0.002574417,0.004344328,0.002735318,0.001287208,0.077876106,3.621383763,14.12870583,0.913274336,0.00917136,0.016090105,0.011263073,0.009814964,0.00917136,0.006757844,0.004344328,0.010458568,0.00772325,0.000482703,0.001448109
6150,67,F12,2,2,0.581788618,8.698032523,27.4723215,0.902926829,0.000325203,0.000650407,0.005853659,0.00195122,0.002113821,0.001300813,0.001138211,0.00504065,0.001463415,0.001138211,0.076097561,2.886569117,12.58102446,0.928943089,0.006504065,0.015609756,0.010406504,0.007154472,0.008130081,0.002764228,0.004390244,0.009105691,0.006504065,0,0.000487805
6135,67,F12,2,4,0.58402608,10.05587613,28.61105965,0.873349633,0.001792991,0.004889976,0.013202934,0.002281989,0.007334963,0.009290954,0.000325998,0.002281989,0.000651997,0.000488998,0.084107579,4.403716395,15.59483167,0.895028525,0.007334963,0.017440913,0.021841891,0.013528932,0.016136919,0.002933985,0.00195599,0.004237979,0.015321923,0.000488998,0.003748981
6229,67,F12,2,6,0.575212715,24.89423665,38.76292773,0.660459143,0.007545352,0.007705892,0.031626264,0.010435062,0.033873816,0.032589501,0.010595601,0.034997592,0.008026971,0.004013485,0.158131321,16.42581476,28.18907783,0.681329266,0.01364585,0.035158131,0.036121368,0.027612779,0.054422861,0.018943651,0.031144646,0.043185102,0.048964521,0.003210788,0.006261037
6248,67,F12,2,8,0.576824584,22.61507679,37.54530968,0.68421895,0.008482714,0.009923175,0.028169014,0.016325224,0.044334187,0.013444302,0.013444302,0.023367478,0.007682458,0.008002561,0.142605634,15.13516327,27.68789269,0.700224072,0.018725992,0.024007682,0.053457106,0.035691421,0.026248399,0.020166453,0.025128041,0.022887324,0.061459667,0.003521127,0.008482714
6252,67,F12,2,10,0.577575176,18.05810941,35.30714804,0.757837492,0.007197697,0.009916827,0.01615483,0.012635956,0.016314779,0.015195138,0.013435701,0.013915547,0.012316059,0.010556622,0.114523353,11.73590851,25.23394332,0.772872681,0.013595649,0.021113244,0.028630838,0.023992322,0.026071657,0.016634677,0.025431862,0.019033909,0.043026232,0.003838772,0.005758157
6246,67,F12,2,12,0.577809798,18.55597182,35.55647283,0.744956772,0.010726865,0.012487992,0.018091579,0.015850144,0.013128402,0.011847582,0.014889529,0.018731988,0.013128402,0.012167787,0.113992955,12.33262889,26.05603415,0.759846302,0.017451169,0.026096702,0.031860391,0.021133525,0.02529619,0.016810759,0.021293628,0.02209414,0.040025616,0.005443484,0.012648095
6250,67,F12,2,14,0.57856,17.51972799,34.99429533,0.7624,0.01232,0.0096,0.01232,0.01568,0.01472,0.01104,0.0136,0.01568,0.00944,0.0104,0.1128,11.32161599,25.14200956,0.77664,0.01856,0.024,0.0256,0.02592,0.02128,0.01728,0.02096,0.01648,0.036,0.00336,0.01392
6260,67,F12,2,16,0.577795527,25.94103836,39.25501259,0.637539936,0.016134185,0.018370607,0.018210863,0.021565495,0.029872204,0.028913738,0.015175719,0.028594249,0.016773163,0.014376997,0.154472843,18.60384987,30.44238119,0.651118211,0.021884984,0.034025559,0.038178914,0.030351438,0.045367412,0.026677316,0.032747604,0.030830671,0.060223642,0.005910543,0.022683706
6251,67,F12,2,18,0.576707727,34.00055993,42.42764563,0.542633179,0.015037594,0.020796673,0.02543593,0.023996161,0.032794753,0.026235802,0.023996161,0.036154215,0.019836826,0.02143657,0.211646137,25.91951694,34.53833749,0.552871541,0.020956647,0.037753959,0.04287314,0.034234522,0.050231963,0.031195009,0.04287314,0.044632859,0.090545513,0.009918413,0.041913294
6299,67,F12,2,20,0.576916971,30.46227974,42.44233928,0.611049373,0.011430386,0.013811716,0.019209398,0.016351802,0.025877123,0.016828068,0.019050643,0.021273218,0.017463089,0.013652961,0.214002223,22.28029853,33.88078921,0.6251786,0.020479441,0.027623432,0.035719956,0.030798539,0.034449913,0.023019527,0.030481029,0.036513732,0.089061756,0.005873948,0.040800127
6376,67,F12,2,22,0.576223338,17.51773839,34.18674627,0.751568381,0.007998745,0.011292346,0.016154329,0.014272271,0.03544542,0.013958595,0.012076537,0.014115433,0.010194479,0.007371393,0.10555207,10.96102573,24.33914479,0.773055207,0.013958595,0.03293601,0.030583438,0.023368883,0.029799247,0.015997491,0.01944793,0.014429109,0.026976161,0.005018821,0.014429109
6906,70,F12,3,0,0.597161888,8.977483348,27.4790473,0.892991602,0.002027223,0.003909644,0.003620041,0.002751231,0.006805676,0.004199247,0.001737619,0.004199247,0.001882421,0.001303215,0.074572835,3.163987852,13.26438976,0.924413553,0.007384883,0.014624964,0.009701709,0.008688097,0.009556907,0.005212858,0.003475239,0.007964089,0.007095279,0.000434405,0.001448016
6803,70,F12,3,2,0.606056152,7.878921069,26.17050881,0.91048067,0.001175952,0.00073497,0.004556813,0.001910922,0.003380861,0.001322946,0.00220491,0.004556813,0.00073497,0.000293988,0.068646186,2.195281495,10.87742525,0.943260326,0.006467735,0.01146553,0.008378656,0.008084669,0.006614729,0.00146994,0.004115831,0.004997795,0.003968837,0,0.001175952
6789,70,F12,3,4,0.606569451,9.667845051,28.1676905,0.880394756,0.001767565,0.003682427,0.010605391,0.001325674,0.006922964,0.009868906,0.000736485,0.002798645,0.001178377,0.000441891,0.080276919,3.99353367,15.18342872,0.908381205,0.007217558,0.014877007,0.01723376,0.007806746,0.017675652,0.001620268,0.002504051,0.004271616,0.013551333,0.000589188,0.004271616
6852,70,F12,3,6,0.598803269,22.30303563,37.50516578,0.694687682,0.005545826,0.008318739,0.030502043,0.012842966,0.029188558,0.025539988,0.009486281,0.026853473,0.008172796,0.007005254,0.141856392,14.4911121,27.1450082,0.721395213,0.011383538,0.02772913,0.031523643,0.029188558,0.045096322,0.015469936,0.026707531,0.036923526,0.044658494,0.001605371,0.008318739
6870,71,F12,3,8,0.598835517,20.93379913,37.05175449,0.713828239,0.009024745,0.009606987,0.027074236,0.010480349,0.033624454,0.011353712,0.008442504,0.022707424,0.008879185,0.00727802,0.137700146,13.55147018,27.11869679,0.737554585,0.023580786,0.020960699,0.036244541,0.026637555,0.026346434,0.014847162,0.022561863,0.020960699,0.056768559,0.004221252,0.009315866
6885,71,F12,3,10,0.599709513,16.0187509,33.88224183,0.785039942,0.00842411,0.007843137,0.014669572,0.011764706,0.015976761,0.01016703,0.011038489,0.012490922,0.007988381,0.007697894,0.106899056,10.11509079,23.96185467,0.806100218,0.013362382,0.017429194,0.021786492,0.021786492,0.021205519,0.015105301,0.020479303,0.015395788,0.035875091,0.003921569,0.007552651
6892,72,F12,3,12,0.600406268,15.55568775,33.21861565,0.785693558,0.008270459,0.010446895,0.015235055,0.012188044,0.016686013,0.008995937,0.012042948,0.014364481,0.00957632,0.009286129,0.097214161,9.741004069,23.44796058,0.807022635,0.014364481,0.020023215,0.024521184,0.021474173,0.021619269,0.013058619,0.015089959,0.017556587,0.0342426,0.002466628,0.00856065
6914,72,F12,3,14,0.59936361,13.94674573,31.95407287,0.808504484,0.009545849,0.008822679,0.013740237,0.008822679,0.012004628,0.010847556,0.011136824,0.010702922,0.008388776,0.006653167,0.0908302,8.399117734,21.84971587,0.826149841,0.015186578,0.022273648,0.023286086,0.015475846,0.018513162,0.012872433,0.017211455,0.012293896,0.026901938,0.001880243,0.007954874
6916,72,F12,3,16,0.598467322,20.89132448,36.36661965,0.704453441,0.011422788,0.011278195,0.019519954,0.019086177,0.027906304,0.023568537,0.015037594,0.023279352,0.013880856,0.010121457,0.120445344,14.56863794,27.80188042,0.724696356,0.016194332,0.024580682,0.033545402,0.025448236,0.035858878,0.023279352,0.027183343,0.027761712,0.038461538,0.002024291,0.020965876
6953,72,F12,3,18,0.596289371,30.21931541,40.91899852,0.58392061,0.01740256,0.016683446,0.021285776,0.028045448,0.030921904,0.02200489,0.028189271,0.036962462,0.017258737,0.020422839,0.176902057,22.57414069,33.02042436,0.600460233,0.024737523,0.031353373,0.036243348,0.037537753,0.041996261,0.030778081,0.040701855,0.036818639,0.078383432,0.006759672,0.034229829
6972,72,F12,3,20,0.596672404,27.6829604,41.07958699,0.636259323,0.013339071,0.013339071,0.021084337,0.018932874,0.024383247,0.015777395,0.019506598,0.01979346,0.015203672,0.012765347,0.189615605,19.4182014,32.01627133,0.659781985,0.019650029,0.030981067,0.032558807,0.028973035,0.033993115,0.02481354,0.026678141,0.032415376,0.072002295,0.005737235,0.032415376
6932,72,F12,3,22,0.59694172,15.11084824,32.17252486,0.783756492,0.007645701,0.008511252,0.015291402,0.011684939,0.033035199,0.013704559,0.008944028,0.01457011,0.00678015,0.006924409,0.08915176,8.708886309,21.89266408,0.812463935,0.013127525,0.030871321,0.024379688,0.018753606,0.023658396,0.014714368,0.017166763,0.012261973,0.018032314,0.003029429,0.011540681
7040,71,F12,4,0,0.606392045,6.111122158,23.51912613,0.933096591,0.001136364,0.000568182,0.000994318,0.002272727,0.001278409,0.001136364,0.000852273,0.001420455,0.000994318,0.000852273,0.055397727,1.230284094,8.886643922,0.970596591,0.005113636,0.005539773,0.003835227,0.002556818,0.002130682,0.001278409,0.000710227,0.002414773,0.003409091,0.000284091,0.002130682
6915,71,F12,4,2,0.616775127,5.73537238,22.92874194,0.937093275,0.002024584,0.000723066,0.001156905,0.000723066,0.001301518,0.001735358,0.000289226,0.000433839,0,0.000144613,0.054374548,0.847736807,6.863809401,0.975126537,0.003759942,0.007086045,0.004049168,0.001879971,0.003036876,0.000578453,0.000433839,0.000144613,0.002458424,0.000289226,0.001156905
6996,71,F12,4,4,0.609777015,9.249971415,27.28919874,0.878930818,0.003287593,0.005145798,0.011720983,0.001572327,0.011720983,0.009291023,0.001143511,0.001858205,0.000857633,0.000428816,0.07404231,3.969611212,15.43177335,0.914093768,0.006718125,0.013007433,0.013579188,0.00485992,0.018439108,0.002572899,0.003001715,0.00485992,0.014722699,0.000714694,0.003430532
7092,71,F12,4,6,0.604483926,20.09045403,35.88657355,0.717710096,0.00676819,0.006627186,0.031866892,0.010575296,0.035815003,0.019035533,0.008883249,0.024393683,0.010293288,0.005076142,0.122955443,12.7694868,26.13558067,0.755922166,0.013536379,0.018189509,0.031866892,0.025662719,0.034968979,0.01607445,0.020868584,0.02749577,0.046390299,0.001410039,0.007614213
7130,71,F12,4,8,0.605189341,13.40269285,31.61200331,0.823702665,0.004067321,0.006030856,0.012342216,0.00743338,0.016129032,0.009396914,0.00799439,0.011220196,0.004067321,0.005329593,0.092286115,7.383983178,20.8327406,0.856100982,0.012342216,0.010659187,0.018653576,0.016409537,0.014586255,0.009537167,0.013884993,0.013043478,0.030014025,0.001402525,0.003366059
7123,71,F12,4,10,0.607328373,9.286943706,27.24276893,0.876035378,0.00477327,0.005756002,0.011933174,0.005475221,0.006879124,0.004492489,0.004071318,0.005475221,0.003790538,0.00477327,0.066544995,4.518742117,16.73246084,0.907342412,0.007440685,0.012354345,0.014039028,0.009125369,0.008423417,0.00477327,0.006317563,0.007581075,0.016987224,0.001403903,0.004211709
7106,71,F12,4,12,0.608077681,9.142457082,27.04957886,0.879960597,0.005347594,0.004784689,0.007458486,0.00548832,0.005629046,0.005769772,0.00548832,0.008302843,0.004643963,0.002673797,0.064452575,4.238713776,16.203449,0.91345342,0.008865747,0.010413735,0.010132283,0.007177033,0.008443569,0.007177033,0.006895581,0.010413735,0.011961722,0.001125809,0.003940332
7103,71,F12,4,14,0.607630579,8.738392227,26.40970685,0.882584823,0.006616922,0.005068281,0.005490638,0.006476137,0.008587921,0.006757708,0.00478671,0.003801211,0.005349852,0.003801211,0.060678587,3.825622976,15.17316222,0.915810221,0.01084049,0.010699704,0.00957342,0.008587921,0.011262847,0.00605378,0.007180065,0.004082782,0.009995776,0.001407856,0.004505139
7111,71,F12,4,16,0.60765012,14.13969907,31.87748424,0.803684433,0.00801575,0.008297005,0.014343974,0.010406413,0.017719027,0.013500211,0.008437632,0.010968921,0.008156377,0.006187597,0.090282661,8.500787525,22.61113471,0.83841935,0.012234566,0.014906483,0.019125299,0.015187737,0.019969062,0.012234566,0.013500211,0.014765856,0.024750387,0.001125018,0.013781465
7106,71,F12,4,18,0.607092598,21.70323672,37.13026888,0.697438784,0.013087532,0.015057698,0.018857304,0.013087532,0.027160146,0.015761328,0.019560934,0.028426682,0.013650436,0.010132283,0.127779341,14.72327613,28.37551842,0.729524346,0.019983113,0.026456516,0.023501267,0.022375457,0.029411765,0.022797636,0.028145229,0.024627076,0.05150577,0.004503237,0.01716859
7105,71,F12,4,20,0.606755806,21.31318789,36.68830324,0.694722027,0.011963406,0.014215341,0.026038001,0.019422942,0.035327234,0.015341309,0.014215341,0.015482055,0.013089374,0.014356087,0.125826882,13.94011259,27.40936949,0.727938072,0.017593244,0.031104856,0.040675581,0.02575651,0.022237861,0.016045039,0.03026038,0.024489796,0.040957072,0.005629838,0.017311752
7073,71,F12,4,22,0.606814647,8.014307936,25.45156732,0.893256044,0.005089778,0.003817334,0.008482963,0.004948395,0.005513926,0.004524247,0.004524247,0.007210519,0.003251803,0.002827654,0.056553089,3.335091191,13.99952644,0.923511947,0.010603704,0.010179556,0.009755408,0.007493284,0.00933126,0.007069136,0.004241482,0.006079457,0.007210519,0.001413827,0.00311042
7257,72,F12,5,0,0.614165633,5.093716413,21.77549012,0.946120987,0.000826788,0.000551192,0.000413394,0.000551192,0.000964586,0.000275596,0.000275596,0.000826788,0.00068899,0.000137798,0.048367094,0.642207524,6.053114337,0.983050847,0.00344495,0.003169354,0.00137798,0.001240182,0.002204768,0.001240182,0.001102384,0.001653576,0.00137798,0.000137798,0
7161,72,F12,5,2,0.622259461,5.26587069,21.83873321,0.938556068,0.004329004,0.001117162,0.000698227,0.000558581,0.001675744,0.003351487,0.000418936,0.001117162,0,0.000139645,0.048037984,0.730973329,5.883651362,0.977936042,0.003491133,0.005585812,0.00209468,0.000977517,0.006144393,0.001396453,0.000698227,0.000418936,0.001117162,0,0.000139645
7244,72,F12,5,4,0.614439536,7.285850351,24.70287103,0.909166207,0.000828272,0.00234677,0.008834898,0.000966317,0.010077305,0.004003313,0.001380453,0.001380453,0.000966317,0.000414136,0.05963556,2.493498065,11.98189763,0.943677526,0.004279404,0.007730536,0.010629486,0.003865268,0.011733849,0.00234677,0.002760906,0.002760906,0.009801215,0.000276091,0.000138045
7305,72,F12,5,6,0.610403833,15.07597536,32.69873411,0.79192334,0.003832991,0.010540726,0.022724162,0.006160164,0.022313484,0.011225188,0.004791239,0.017522245,0.005886379,0.002600958,0.100479124,8.678247822,22.18456879,0.829842574,0.010677618,0.015605749,0.023819302,0.017659138,0.019986311,0.011362081,0.013415469,0.028747433,0.022997947,0.00054757,0.005338809
7318,72,F12,5,8,0.611095928,9.864990429,28.19153488,0.877425526,0.003689533,0.002732987,0.005056026,0.004099481,0.007652364,0.007242416,0.006969117,0.005875922,0.003006286,0.002732987,0.073517354,4.458909535,16.42634683,0.915687346,0.004099481,0.00628587,0.009838754,0.009292156,0.009702104,0.007789013,0.008882208,0.014211533,0.011888494,0.001503143,0.000819896
7293,72,F12,5,10,0.610996846,7.805594402,25.13635009,0.894967777,0.003976416,0.004662005,0.011106541,0.005073358,0.004524887,0.004524887,0.004662005,0.003290827,0.004524887,0.002331002,0.056355409,3.033484161,13.35547339,0.932126697,0.006581654,0.008775538,0.012066365,0.0061703,0.007541478,0.00493624,0.005621829,0.003153709,0.010969423,0.001096942,0.000959824
7294,72,F12,5,12,0.611735673,8.026103639,25.65621774,0.895119276,0.006169454,0.003838772,0.005209761,0.00534686,0.004798464,0.004661366,0.00534686,0.004798464,0.00274198,0.003016178,0.058952564,3.199369352,13.95509706,0.932273101,0.009048533,0.007129147,0.006854949,0.00534686,0.007403345,0.006854949,0.005758157,0.005209761,0.012750206,0.000548396,0.000822594
7305,72,F12,5,14,0.610951403,7.92825462,25.48384512,0.897330595,0.005065024,0.003832991,0.004791239,0.004243669,0.005749487,0.005201916,0.005065024,0.004380561,0.004380561,0.003422313,0.056536619,3.232580424,14.09030173,0.933333333,0.00807666,0.006160164,0.007802875,0.004380561,0.0091718,0.006844627,0.006844627,0.003969884,0.010403833,0.000958248,0.002053388
7321,72,F12,5,16,0.610435733,11.38248872,29.36132481,0.842507854,0.007102855,0.007376042,0.011473842,0.013522743,0.009015162,0.006556481,0.006283295,0.008605382,0.006556481,0.005190548,0.075809316,5.986449945,19.07862843,0.879797842,0.010107909,0.013112963,0.016937577,0.011200656,0.013386149,0.007785822,0.009561535,0.014478896,0.012976369,0.001502527,0.009151755
7325,72,F12,5,18,0.610784983,15.85094881,33.4508604,0.78116041,0.010784983,0.008464164,0.014880546,0.013242321,0.015972696,0.012286689,0.008054608,0.01774744,0.010238908,0.009146758,0.098020478,9.855590457,24.26198455,0.817064846,0.014061433,0.016382253,0.018976109,0.017610922,0.019931741,0.011331058,0.018293515,0.013788396,0.03890785,0.003139932,0.010511945
7320,72,F12,5,20,0.611065574,17.68916666,34.29161127,0.743169399,0.01147541,0.012704918,0.023360656,0.013114754,0.032650273,0.011338798,0.013387978,0.012978142,0.009972678,0.010928962,0.104918033,11.01896176,24.60654474,0.778961749,0.015163934,0.023360656,0.038114754,0.017349727,0.022131148,0.015846995,0.022814208,0.018169399,0.033196721,0.003415301,0.01147541
7307,72,F12,5,22,0.61160531,7.032092514,24.04678852,0.906938552,0.004516217,0.003968797,0.005063638,0.006021623,0.004789927,0.003558232,0.004105652,0.005063638,0.003695087,0.001368551,0.050910086,2.468331744,11.65564602,0.939373204,0.008758725,0.008211304,0.009032435,0.005747913,0.007800739,0.006021623,0.003968797,0.005063638,0.005063638,0.000410565,0.00054742
6906,73,F12,6,0,0.619461338,4.073153779,19.64648466,0.957862728,0.000144802,0.000434405,0.000289603,0.000144802,0.00086881,0,0.000144802,0.000144802,0.000289603,0.000144802,0.039530843,0.341413263,4.731205597,0.992035911,0.001592818,0.001448016,0.000724008,0.000289603,0.001013611,0,0.000289603,0.000724008,0.001737619,0.000144802,0
6772,73,F12,6,2,0.633047844,4.319063796,19.93864393,0.950826934,0.003101004,0.000590667,0.000147667,0,0.001181335,0.003101004,0.000295334,0.000590667,0.000443001,0.000443001,0.039279386,0.466907857,5.072783133,0.98774365,0.002510337,0.001624335,0.001033668,0.000738334,0.003396338,0.000443001,0.000443001,0.001033668,0.001033668,0,0
6878,73,F12,6,4,0.623000872,6.359726661,23.16281381,0.921052632,0.001017738,0.000726956,0.007414946,0.000726956,0.008868857,0.004361733,0.001744693,0.001890084,0.000726956,0.000290782,0.051177668,2.026635642,11.4238844,0.960308229,0.004361733,0.002180867,0.00523408,0.003343995,0.006397208,0.002035475,0.00261704,0.003343995,0.009159639,0.000872347,0.000145391
