Obs,Hubids,Eircode,Month,TwoHrSlot,%gas,heat_mean,heat_stddev,h_pr0-1,h_pr1-10,h_pr10-20,h_pr20-30,h_pr30-40,h_pr40-50,h_pr50-60,h_pr60-70,h_pr70-80,h_pr80-90,h_pr90-99,h_pr99-100,boiler_mean,boiler_stddev,b_pr0-1,b_pr1-10,b_pr10-20,b_pr20-30,b_pr30-40,b_pr40-50,b_pr50-60,b_pr60-70,b_pr70-80,b_pr80-90,b_pr90-99,b_pr99-100
5796,60,A63,1,0,0.755521049,9.2339717,27.41697369,0.883712905,0.004658385,0.003968254,0.003623188,0.002933057,0.010697032,0.007246377,0.003623188,0.004140787,0.002415459,0.001207729,0.071773637,5.479848189,18.04471993,0.887853692,0.008109041,0.013457557,0.015010352,0.010869565,0.01863354,0.008971705,0.005693582,0.004140787,0.01984127,0.001035197,0.006383713
5804,61,A63,1,2,0.754824259,8.10970021,25.64394623,0.896623019,0.001206065,0.003101309,0.007408684,0.00172295,0.009993108,0.010165403,0.00137836,0.004824259,0.001550655,0.00068918,0.061337009,4.704548608,16.28909024,0.900241213,0.004307374,0.013094418,0.014472777,0.013266713,0.014472777,0.009820813,0.003445899,0.005685734,0.020503101,0.000172295,0.000516885
5782,60,A63,1,4,0.756485645,14.55121068,31.0368363,0.789346247,0.00328606,0.002075406,0.024904877,0.00328606,0.030093393,0.032860602,0.007955725,0.022829471,0.001383604,0.001383604,0.08059495,10.52599453,23.34990306,0.79038395,0.005534417,0.014354895,0.032687651,0.021964718,0.042718782,0.029920443,0.007263923,0.012279488,0.035800761,0.001902456,0.005188516
5795,60,A63,1,6,0.755996549,26.0283693,38.59546227,0.631233822,0.009663503,0.010526316,0.029853322,0.010008628,0.06281277,0.03244176,0.006902502,0.033822261,0.012769629,0.009836066,0.150129422,19.85201035,30.69471151,0.634167386,0.021570319,0.024158758,0.034857636,0.038308887,0.05677308,0.030888697,0.03244176,0.03244176,0.076790336,0.002415876,0.015185505
5812,60,A63,1,8,0.755677908,24.4949587,37.63116819,0.64229181,0.015657261,0.013764625,0.023743978,0.021507226,0.044390915,0.031486579,0.020991053,0.021507226,0.020818995,0.017033723,0.126806607,18.42143842,29.42019779,0.646593255,0.020646937,0.025808672,0.046283551,0.033723331,0.050584997,0.028733655,0.034927736,0.029766001,0.072608396,0.003613214,0.006710255
5821,60,A63,1,10,0.755712077,21.30740424,37.20876233,0.703659165,0.014258718,0.017694554,0.015804845,0.017522762,0.020958598,0.013227968,0.015976636,0.019756056,0.018038138,0.018897097,0.124205463,15.00577225,27.80935342,0.710015461,0.019412472,0.032468648,0.032812232,0.029376396,0.026971311,0.016663803,0.030235355,0.026455935,0.068373132,0.003092252,0.004123003
5813,60,A63,1,12,0.756236023,20.81892312,36.25291144,0.697574402,0.017202821,0.015310511,0.018579047,0.017546878,0.031825219,0.020643386,0.015654567,0.018234991,0.017030793,0.015310511,0.115086874,14.24587993,26.87910399,0.707207982,0.029072768,0.034233614,0.032169276,0.027524514,0.036814038,0.020127301,0.023567865,0.020815414,0.059005677,0.004300705,0.005160846
5813,60,A63,1,14,0.755203853,23.67822123,37.12562932,0.641665233,0.020299329,0.021331498,0.027352486,0.022707724,0.038362291,0.024944091,0.019611216,0.024944091,0.021503527,0.017718906,0.119559608,16.87798041,28.09247731,0.648890418,0.033545501,0.038706348,0.042490969,0.034577671,0.043523138,0.02408395,0.035265784,0.031309135,0.057973508,0.003784621,0.005848959
5821,60,A63,1,16,0.75502491,44.26215429,42.44733195,0.387390483,0.023879059,0.023879059,0.035389108,0.031609689,0.048273493,0.047586325,0.038996736,0.05188112,0.032468648,0.029204604,0.249441677,34.16827012,34.79029285,0.398900533,0.032125064,0.044494073,0.050163202,0.049132451,0.07593197,0.044837657,0.059439959,0.058752792,0.160797114,0.007215255,0.01820993
5812,60,A63,1,18,0.754989677,42.63664828,43.69296641,0.429972471,0.02047488,0.024432209,0.026496903,0.033379215,0.051617343,0.026152787,0.030110117,0.029938059,0.025808672,0.026152787,0.275464556,32.16493467,35.77090673,0.443220922,0.0330351,0.044907089,0.054198211,0.048864418,0.045423262,0.032002753,0.047660014,0.042154164,0.169993118,0.004473503,0.034067447
5750,60,A63,1,20,0.753043478,33.73391303,42.05925764,0.53426087,0.021043478,0.021391304,0.029043478,0.021913043,0.041043478,0.02626087,0.024869565,0.026782609,0.026086957,0.025565217,0.20173913,24.55455658,33.09877192,0.544869565,0.028173913,0.046434783,0.05373913,0.035826087,0.045565217,0.031478261,0.041565217,0.040521739,0.102086957,0.004521739,0.025217391
5806,60,A63,1,22,0.755253186,18.17545643,35.04316127,0.74526352,0.013778849,0.010334137,0.016534619,0.014812263,0.021701688,0.0125732,0.016534619,0.016534619,0.00981743,0.012228729,0.109886324,11.90335862,25.06104376,0.758181192,0.020323803,0.025663107,0.031691354,0.02359628,0.027557699,0.020151567,0.021012745,0.014467792,0.050465036,0.002066827,0.004822597
5443,61,A63,2,0,0.75748668,8.430332535,26.17195477,0.891603895,0.003490722,0.003490722,0.005879111,0.002755833,0.010288444,0.006981444,0.004041889,0.004041889,0.002388389,0.002020944,0.063016719,5.023828785,17.50494553,0.895278339,0.006797722,0.017086166,0.016902444,0.0082675,0.011023333,0.006430277,0.006062833,0.006981444,0.01745361,0.000367444,0.007348888
5435,61,A63,2,2,0.758417663,7.461674339,24.26032653,0.900459982,0.001287948,0.00275989,0.007359706,0.001839926,0.0125115,0.011959522,0.002023919,0.005519779,0.001839926,0.002023919,0.050413983,4.496724959,15.94269066,0.902299908,0.005151794,0.015087397,0.013431463,0.009567617,0.015455382,0.010303588,0.003679853,0.006807728,0.01600736,0.000183993,0.002023919
5425,61,A63,2,4,0.760184332,13.43271891,29.90914066,0.8,0.004608295,0.003870968,0.024331797,0.003870968,0.030046083,0.032995392,0.003317972,0.020460829,0.000737327,0.001290323,0.074470046,9.649732794,22.44183529,0.802211982,0.007004608,0.015852535,0.031705069,0.020645161,0.04,0.026359447,0.004976959,0.016958525,0.027465438,0.000552995,0.006267281
5447,61,A63,2,6,0.758399119,26.35803196,38.46729747,0.622360933,0.009913714,0.011566,0.032311364,0.013218285,0.054158252,0.03598311,0.010464476,0.040205618,0.015788507,0.011566,0.142463742,20.36510004,30.8822601,0.626767028,0.018542317,0.027354507,0.035065173,0.033412888,0.061318157,0.03120984,0.035615935,0.037268221,0.078575363,0.002203048,0.012667523
5452,61,A63,2,8,0.756969919,23.59220467,37.27177457,0.653888481,0.013939839,0.016874541,0.024578136,0.019442406,0.045121056,0.02732942,0.020909758,0.01889215,0.014306676,0.022743947,0.121973588,17.69273663,29.20858599,0.657373441,0.020909758,0.032831988,0.045304475,0.030264123,0.044203962,0.02219369,0.033382245,0.032281731,0.070616288,0.00348496,0.007153338
5443,61,A63,2,10,0.756935514,18.88289546,35.58279607,0.73672607,0.01249311,0.014330333,0.01414661,0.016534999,0.019474554,0.013962888,0.018188499,0.013227999,0.015065221,0.013227999,0.112621716,13.01563482,26.3844948,0.747933125,0.019290832,0.026823443,0.026272276,0.02406761,0.026455999,0.016718721,0.022046665,0.022046665,0.064302774,0.002572111,0.001469778
5441,61,A63,2,12,0.757948906,19.49933834,35.54350139,0.722661276,0.011762544,0.013784231,0.014886969,0.017827605,0.029590149,0.016173498,0.018746554,0.019481713,0.010292226,0.012681492,0.112111744,13.30854622,26.44056316,0.739018563,0.020768241,0.029222569,0.025179195,0.023341298,0.029222569,0.022789928,0.027752251,0.017827605,0.058996508,0.002389267,0.003492005
5435,61,A63,2,14,0.758049678,21.82101198,36.27179039,0.672861086,0.016375345,0.019687213,0.025206992,0.020423183,0.034774609,0.024287029,0.02023919,0.020423183,0.015087397,0.018215271,0.112419503,15.29392827,27.27532686,0.68574057,0.026678933,0.037902484,0.035142594,0.028150874,0.0425023,0.022631095,0.030358786,0.027966881,0.054093836,0.002943882,0.005887764
5444,61,A63,2,16,0.757714916,40.86840562,42.8884731,0.438464364,0.026451139,0.021675239,0.029573843,0.026451139,0.040595151,0.044819985,0.029390154,0.047759001,0.028104335,0.027369581,0.239346069,31.17801255,34.8668099,0.451506245,0.035268185,0.039309331,0.044819985,0.039676708,0.07053637,0.038207201,0.050330639,0.057127112,0.148052902,0.006061719,0.0191036
5450,61,A63,2,18,0.757614679,44.40522934,43.73954075,0.406972477,0.022752294,0.021834862,0.032477064,0.028073394,0.053577982,0.031009174,0.032110092,0.029357798,0.02733945,0.029541284,0.284954128,33.55968817,35.92887329,0.424587156,0.034862385,0.042018349,0.052844037,0.046238532,0.051743119,0.03266055,0.051743119,0.052844037,0.171192661,0.007706422,0.031559633
5504,61,A63,2,20,0.75690407,33.26413517,41.40092298,0.527979651,0.018350291,0.021802326,0.039789244,0.021984012,0.052688953,0.024890988,0.025072674,0.027071221,0.020712209,0.025981105,0.193677326,24.06746008,32.5864495,0.544513081,0.029251453,0.048873547,0.056322674,0.035428779,0.050145349,0.030159884,0.03815407,0.041606105,0.099382267,0.006177326,0.019985465
5570,61,A63,2,22,0.757450628,17.55526032,33.98131333,0.740035907,0.014721724,0.016337522,0.018850987,0.014362657,0.028186715,0.014362657,0.014003591,0.017773788,0.012208259,0.012208259,0.096947935,11.67660684,24.61103618,0.754937163,0.021723519,0.033572711,0.027827648,0.022441652,0.02962298,0.018850987,0.024236984,0.017235189,0.043267504,0.001256732,0.00502693
6173,61,A63,3,0,0.753766402,7.064166531,24.31245575,0.907986392,0.005669853,0.002105945,0.005507857,0.002105945,0.011663697,0.002591933,0.001457962,0.002267941,0.000647983,0.001457962,0.05653653,3.678859567,15.50738637,0.922890005,0.008747773,0.011501701,0.011501701,0.00615584,0.006479832,0.00421189,0.004535882,0.004535882,0.010205735,0.000485987,0.008747773
6172,61,A63,3,2,0.755022683,5.468972773,22.10179511,0.937621517,0,0.00162022,0.003402463,0.00081011,0.002592353,0.002268308,0.000972132,0.001134154,0.000324044,0.003726507,0.045528192,2.639419979,13.06347079,0.945560596,0.003888529,0.010531432,0.006480881,0.003402463,0.005184705,0.003888529,0.002592353,0.004860661,0.010045366,0,0.003564485
6156,61,A63,3,4,0.755035737,11.84335609,28.72448538,0.827647823,0.004710851,0.002274204,0.019005848,0.004873294,0.021117609,0.029564652,0.003736192,0.015269656,0.001461988,0.001786875,0.068551007,8.218372372,20.99463066,0.833983106,0.006335283,0.013645224,0.023716699,0.012995452,0.038336582,0.019005848,0.007309942,0.016081871,0.024204029,0.001786875,0.00259909
6168,61,A63,3,6,0.754539559,24.22457846,37.61951676,0.658722438,0.006809339,0.010214008,0.023022049,0.012645914,0.054798962,0.030155642,0.014105058,0.032101167,0.014915694,0.013618677,0.128891051,18.11446173,29.72084836,0.665531777,0.016050584,0.025616083,0.030966278,0.035019455,0.053015564,0.029831388,0.030642023,0.029507134,0.067769131,0.003566796,0.012483787
6167,61,A63,3,8,0.753526836,17.57643911,33.84053914,0.743635479,0.00956705,0.010053511,0.020269175,0.014755959,0.035349441,0.021728555,0.012485812,0.014269499,0.00908059,0.008756283,0.100048646,11.80450789,24.72517557,0.756769904,0.01816118,0.024160856,0.035349441,0.025944544,0.03486298,0.015080266,0.018971947,0.022377169,0.040862656,0.000810767,0.006648289
6172,61,A63,3,10,0.753564485,14.08118924,32.14115956,0.809624109,0.006642903,0.009397278,0.012799741,0.009235256,0.014419961,0.009883344,0.011503564,0.007777058,0.008587168,0.007453014,0.092676604,8.146273514,21.47786318,0.836357745,0.012637719,0.018956578,0.020090732,0.013933895,0.018146468,0.013285807,0.015392093,0.012637719,0.035968892,0.001134154,0.001458198
6160,61,A63,3,12,0.753571429,13.78985389,31.38996558,0.80275974,0.010551948,0.011038961,0.011363636,0.013311688,0.017857143,0.011688312,0.011525974,0.008766234,0.008279221,0.009090909,0.083766234,7.513685069,20.35651794,0.838311688,0.016883117,0.020779221,0.018506494,0.016233766,0.019642857,0.011363636,0.01525974,0.011850649,0.028409091,0.001298701,0.001461039
6173,61,A63,3,14,0.75230844,14.38577678,31.41356646,0.783735623,0.014903613,0.01231168,0.015065608,0.013769642,0.023165398,0.013931638,0.011825693,0.010853718,0.010853718,0.013121659,0.076462012,8.505588885,21.52281341,0.812570873,0.024947351,0.023651385,0.023975377,0.015713591,0.018143528,0.013769642,0.016361575,0.016685566,0.030455208,0.001619958,0.002105945
6186,61,A63,3,16,0.753313935,31.9486906,41.03912963,0.546718396,0.022631749,0.019236987,0.031037827,0.024248303,0.035887488,0.037019075,0.024086647,0.034109279,0.022793404,0.017458778,0.184772066,23.12895251,32.60245144,0.578079534,0.02990624,0.036049143,0.037827352,0.031361138,0.054154543,0.030876172,0.040252182,0.03928225,0.104752667,0.004041384,0.013417394
6200,61,A63,3,18,0.753709677,41.31912902,42.94178916,0.435322581,0.021290323,0.02516129,0.026290323,0.027580645,0.057258065,0.036935484,0.032258065,0.034032258,0.029193548,0.027903226,0.246774194,30.65945169,35.00670828,0.46516129,0.031290323,0.039032258,0.047580645,0.046451613,0.05516129,0.032903226,0.056774194,0.050483871,0.140967742,0.008064516,0.026129032
6197,61,A63,3,20,0.753590447,28.84256897,39.82406695,0.580764886,0.020332419,0.021784735,0.034532838,0.023882524,0.03743747,0.028078102,0.022914313,0.028723576,0.019525577,0.020816524,0.161207036,20.60004846,31.01762228,0.605292884,0.024689366,0.043246732,0.050669679,0.029207681,0.043892206,0.027916734,0.039696627,0.03340326,0.082459254,0.003550105,0.015975472
6184,61,A63,3,22,0.754042691,14.83911707,32.44463321,0.790912031,0.010834411,0.009379043,0.016170763,0.010672704,0.017626132,0.010349288,0.010187581,0.016494179,0.007600259,0.009379043,0.090394567,9.125954077,22.58065196,0.815006468,0.016655886,0.021668823,0.020698577,0.015362225,0.020536869,0.016655886,0.018272962,0.015523933,0.034282018,0.000808538,0.004527814
6100,59,A63,4,0,0.744918033,5.379885246,22.21795116,0.941639344,0.001147541,0.000491803,0.000983607,0.000655738,0.00147541,0.001147541,0.000491803,0.001311475,0.000327869,0.001147541,0.049180328,2.422868868,12.91508046,0.955409836,0.001967213,0.00557377,0.00704918,0.001967213,0.005737705,0.002295082,0.001639344,0.004918033,0.007377049,0.000819672,0.005245902
6059,59,A63,4,2,0.745832646,4.792325463,20.49569028,0.939593992,0.000825219,0.001155306,0.010067668,0.00132035,0.003465918,0.000825219,0,0.000495131,0.000165044,0.000495131,0.041591022,2.224707065,11.51184803,0.949331573,0.002310612,0.009407493,0.011718105,0.004786268,0.00396105,0.003135831,0.001815481,0.001485394,0.010562799,0.000330087,0.001155306
6077,59,A63,4,4,0.74773737,17.55028801,33.04551865,0.74773737,0.004772091,0.003291098,0.012835281,0.002632878,0.048379134,0.050353793,0.003455652,0.032088201,0.001645549,0.003291098,0.089517854,13.13625149,25.8889942,0.755800559,0.005430311,0.008721409,0.024354122,0.029784433,0.063847293,0.023531348,0.012177061,0.028632549,0.037024848,0.002139213,0.008556854
6096,59,A63,4,6,0.746062992,17.27516403,33.49573923,0.749507874,0.00574147,0.008038058,0.023458005,0.00984252,0.044455381,0.020669291,0.006889764,0.019520997,0.006889764,0.006069554,0.098917323,11.54516077,24.21681633,0.758038058,0.017716535,0.022473753,0.037401575,0.028215223,0.034940945,0.018536745,0.014107612,0.023950131,0.039862205,0.001804462,0.002952756
6086,59,A63,4,8,0.744824187,13.37576405,31.76273377,0.823693723,0.005750904,0.007229708,0.013637857,0.008215577,0.009858692,0.007229708,0.008708511,0.010023004,0.007229708,0.005093658,0.093328952,7.929116001,21.63137629,0.844068354,0.011994742,0.01922445,0.02037463,0.011994742,0.013144923,0.011994742,0.015773907,0.013802169,0.030069011,0.001314492,0.006243838
6091,59,A63,4,10,0.745526186,11.97056313,30.18782758,0.834838286,0.010835659,0.007387949,0.011492366,0.010671483,0.006731243,0.009193893,0.005746183,0.008373009,0.007387949,0.00591036,0.08143162,5.616811701,17.54051302,0.869315383,0.016746019,0.019372845,0.017238549,0.014283369,0.012313249,0.009029716,0.011492366,0.008537186,0.019865375,0.00147759,0.000328353
6087,59,A63,4,12,0.744537539,12.10630852,30.01931341,0.832594053,0.009199934,0.009199934,0.007721373,0.00542139,0.019221291,0.006899951,0.009857072,0.008378512,0.008542796,0.007885658,0.075078035,5.804271411,18.29648878,0.872679481,0.017414161,0.018728438,0.011828487,0.009528503,0.013799901,0.008871365,0.012814194,0.010678495,0.021028421,0.001149992,0.001478561
6088,59,A63,4,14,0.744908016,12.71281209,30.06643119,0.811268068,0.014454665,0.008541393,0.012812089,0.012483574,0.01609724,0.014290407,0.009198423,0.013140604,0.007720105,0.00607753,0.0739159,7.480404089,20.45572259,0.841984231,0.018889619,0.014947438,0.017247043,0.015111695,0.022503285,0.009691196,0.015275953,0.015111695,0.025952694,0.000821288,0.002463863
6087,59,A63,4,16,0.745358962,24.62115986,38.84239881,0.65664531,0.018399869,0.015278462,0.019385576,0.014128471,0.036635453,0.020535568,0.015607031,0.025956957,0.011499918,0.013471332,0.152456054,16.53816334,29.45906793,0.694923608,0.024149828,0.025464104,0.032692624,0.022999836,0.032528339,0.021849844,0.029078364,0.025299819,0.078692295,0.004107114,0.008214227
6097,59,A63,4,18,0.744956536,29.22263407,40.06270399,0.583893718,0.020829916,0.017549615,0.023782188,0.024766278,0.040019682,0.029194686,0.029030671,0.025586354,0.022962113,0.021485977,0.160898803,20.49621128,31.16982777,0.618992947,0.026570444,0.029686731,0.042807938,0.033787108,0.042643923,0.030998852,0.040019682,0.032474988,0.079711333,0.006068558,0.016237494
6112,59,A63,4,20,0.745582461,22.32796136,36.87855831,0.669829843,0.016688482,0.018651832,0.031740838,0.018651832,0.027486911,0.017997382,0.019633508,0.025359948,0.017506545,0.01979712,0.116655759,14.40060538,26.92510963,0.709096859,0.024378272,0.03190445,0.032722513,0.027323298,0.036485602,0.022905759,0.03125,0.023560209,0.048429319,0.002781414,0.009162304
6096,59,A63,4,22,0.744750656,8.331118759,25.38538198,0.882709974,0.006069554,0.005249344,0.006889764,0.006069554,0.014435696,0.007217848,0.003444882,0.006889764,0.004265092,0.00410105,0.05265748,3.744701443,14.30734954,0.910925197,0.010006562,0.013287402,0.01476378,0.008366142,0.009514436,0.008694226,0.007874016,0.00492126,0.010006562,0.000328084,0.001312336
6129,59,A63,5,0,0.742535487,4.078316203,19.54200516,0.955783978,0.001142111,0.000163159,0.00130527,0.000652635,0.000489476,0.000489476,0.000489476,0.000489476,0,0.000326318,0.038668625,1.163338229,8.536550327,0.973731441,0.002936858,0.004894763,0.003426334,0.001794746,0.00261054,0.002773699,0.001631588,0.001468429,0.002936858,0,0.001794746
6118,58,A63,5,2,0.745178163,4.109480222,19.38564374,0.95194508,0.000490356,0.000653808,0.006701536,0.000817261,0.000326904,0,0,0.000653808,0.000326904,0.000326904,0.037757437,1.487267088,9.543663732,0.967146126,0.001634521,0.00539392,0.008336058,0.001961425,0.00228833,0.001961425,0.001797973,0.001961425,0.006538084,0.000490356,0.000490356
6102,59,A63,5,4,0.746312684,15.46219275,31.27967923,0.774827925,0.002949853,0.003769256,0.011307768,0.003277614,0.04473943,0.048836447,0.00229433,0.027204195,0.001966568,0.001966568,0.076860046,10.70983288,23.22366793,0.789413307,0.005080302,0.011143887,0.023271059,0.02818748,0.055883317,0.018026876,0.012782694,0.024582104,0.027204195,0.001474926,0.002949853
6133,59,A63,5,6,0.743844774,14.58049892,31.33447393,0.787542801,0.003587151,0.006195989,0.021849014,0.007989565,0.04043698,0.019077124,0.004402413,0.015000815,0.003587151,0.004728518,0.085602478,8.295695432,20.96474551,0.816240013,0.017772705,0.019566281,0.029349421,0.022338171,0.024783956,0.015000815,0.007174303,0.014511658,0.029838578,0.000815262,0.002608837
6143,59,A63,5,8,0.744261761,11.39054208,30.0959558,0.855608009,0.00634869,0.00472082,0.007162624,0.005371968,0.00895328,0.004883607,0.006185903,0.006674263,0.003581312,0.004883607,0.085625916,4.816799621,17.04210579,0.900537197,0.010581149,0.011720658,0.013022953,0.006185903,0.010906723,0.007976559,0.008139346,0.010743936,0.017743773,0.000162787,0.002279017
6129,58,A63,5,10,0.743677598,10.27457986,28.85205616,0.869799315,0.005710556,0.004405286,0.00783162,0.004894763,0.006363191,0.00522108,0.005710556,0.003100016,0.003752651,0.00391581,0.079295154,3.378919901,13.97909425,0.922336433,0.011584271,0.010279001,0.008810573,0.00652635,0.010279001,0.006200033,0.005384239,0.005057921,0.012400065,0.000489476,0.000652635
6133,58,A63,5,12,0.744496984,9.937828137,28.01233118,0.870536442,0.004565466,0.005217675,0.00489157,0.00554378,0.014674711,0.004402413,0.006359041,0.005054623,0.003587151,0.005217675,0.069949454,3.302934952,13.92428351,0.927115604,0.008315669,0.00978314,0.008315669,0.006522094,0.008804826,0.006032937,0.006848198,0.005706832,0.011576716,0.000163052,0.000815262
6123,58,A63,5,14,0.744243018,10.01433939,27.56604995,0.855463008,0.012248898,0.006369427,0.008165932,0.00718602,0.012412216,0.010942349,0.005879471,0.006859383,0.006042789,0.004246285,0.064184223,4.417916062,15.51190597,0.897762535,0.014698677,0.009962437,0.011105667,0.010452393,0.018781643,0.005879471,0.009799118,0.01077903,0.009799118,0.000489956,0.000489956
6135,59,A63,5,16,0.743439283,18.13090463,34.93130767,0.747025265,0.011898941,0.009453953,0.015647922,0.01401793,0.02607987,0.016625917,0.010594947,0.018255909,0.010431948,0.009779951,0.110187449,10.58859004,24.28602701,0.796414018,0.014832926,0.016136919,0.029828851,0.014669927,0.023145884,0.01401793,0.021352893,0.020863896,0.044824776,0.002281989,0.001629992
6141,59,A63,5,18,0.743689953,20.99566845,36.27824691,0.699397492,0.012701514,0.014981273,0.014329914,0.019703631,0.035661944,0.02296043,0.016283993,0.019052272,0.013515714,0.013027194,0.118384628,13.24307115,26.55167113,0.744341312,0.018075232,0.02296043,0.028985507,0.028659827,0.029636867,0.019215112,0.033219345,0.016283993,0.042012702,0.003419638,0.013190034
6136,59,A63,5,20,0.74380704,17.24088982,33.76278862,0.745273794,0.012548892,0.012548892,0.027216428,0.015156454,0.02297914,0.012548892,0.013852673,0.016623207,0.015156454,0.01059322,0.095501956,9.421479796,22.40819208,0.803129074,0.017112125,0.020045632,0.023305085,0.023142112,0.025586701,0.015482399,0.021675359,0.019556714,0.022327249,0.001303781,0.007333768
6125,58,A63,5,22,0.743183673,6.796440813,23.4280873,0.907755102,0.003918367,0.004408163,0.006040816,0.00244898,0.011265306,0.00522449,0.00277551,0.004081633,0.002285714,0.002938776,0.046857143,2.091183682,10.9045638,0.94922449,0.008,0.007020408,0.007673469,0.003755102,0.005877551,0.004408163,0.004244898,0.003428571,0.004571429,0.001142857,0.000653061
5828,58,A63,6,0,0.739018531,3.356228551,17.91612661,0.965339739,0.000171585,0.000343171,0.000171585,0,0.000686342,0.000343171,0,0,0,0,0.032944406,0.373627318,4.234266487,0.987302677,0.001544269,0.00566232,0.001372684,0.000857927,0.001201098,0.000343171,0.000343171,0.000171585,0.001201098,0,0
5816,58,A63,6,2,0.74002751,3.49442916,18.03348781,0.960969739,0,0.000859697,0.003094911,0.000859697,0.000515818,0.000171939,0.000515818,0,0,0,0.03301238,0.59418845,5.298375056,0.981086657,0.001375516,0.006189821,0.004986245,0.001547455,0.000859697,0.001031637,0.000687758,0.000687758,0.001547455,0,0
5816,58,A63,6,4,0.740715268,12.08651995,28.5882694,0.823762036,0.004126547,0.003610729,0.00670564,0.003610729,0.039889959,0.032496561,0.003954608,0.014270977,0.000859697,0.000515818,0.066196699,6.644446353,18.15863518,0.856602476,0.004814305,0.009628611,0.014099037,0.028370014,0.044016506,0.008425034,0.008596974,0.008768913,0.015130674,0.000687758,0.000859697
5823,58,A63,6,6,0.739481367,13.00084148,30.46206104,0.821913103,0.003262923,0.003949854,0.010819165,0.005151984,0.02713378,0.023012193,0.004121587,0.013051692,0.002747725,0.00309119,0.081744805,5.617980435,17.50265239,0.874119869,0.012021295,0.017001546,0.017688477,0.012536493,0.017173278,0.013910355,0.003949854,0.013223424,0.017001546,0.000858664,0.000515198
5823,58,A63,6,8,0.7396531,9.433642451,28.20239226,0.889404087,0.002404259,0.002747725,0.003262923,0.003949854,0.004636785,0.004465052,0.003262923,0.001889061,0.003778121,0.001373862,0.078825348,2.186450291,11.09176727,0.94693457,0.006354113,0.010819165,0.006354113,0.004121587,0.006697579,0.003606388,0.003262923,0.004808518,0.006869311,0.000171733,0
5810,58,A63,6,10,0.739759036,8.639655764,27.46056464,0.903098107,0.002409639,0.002237522,0.001549053,0.002409639,0.00172117,0.002237522,0.002409639,0.00172117,0.002409639,0.001893287,0.075903614,1.373235806,8.862609352,0.965060241,0.004475043,0.009122203,0.003442341,0.002237522,0.00464716,0.001549053,0.002581756,0.002753873,0.003270224,0.000516351,0.000344234
5812,58,A63,6,12,0.740364763,8.018031652,26.04393356,0.90485203,0.001376462,0.002580867,0.002236752,0.001720578,0.009979353,0.004817619,0.00154852,0.001376462,0.002236752,0.001892636,0.065381968,1.259979354,8.536200384,0.967997247,0.004473503,0.007914659,0.002924983,0.002752925,0.003441156,0.00154852,0.002752925,0.001892636,0.003441156,0.000688231,0.000172058
5806,58,A63,6,14,0.740785394,8.303203579,25.97827556,0.893213917,0.003789184,0.002928006,0.004994833,0.004994833,0.010506373,0.005856011,0.003444712,0.003961419,0.002239063,0.001722356,0.062349294,2.686668962,12.10987032,0.937822942,0.006544953,0.007233896,0.005856011,0.009989666,0.011712022,0.00430589,0.003789184,0.006717189,0.005683775,0.000172236,0.000172236
5816,58,A63,6,16,0.740715268,13.71770975,32.2607902,0.824793673,0.00670564,0.004126547,0.007049519,0.006017882,0.017709766,0.010316369,0.004642366,0.010660248,0.00343879,0.004126547,0.100412655,6.284645801,19.73893359,0.883425034,0.008425034,0.009284732,0.015130674,0.008425034,0.011691884,0.007393398,0.009628611,0.016678129,0.02647868,0.001375516,0.002063274
5839,58,A63,6,18,0.739852715,10.32762459,28.16229678,0.859907518,0.007193013,0.004795342,0.006336701,0.007878061,0.015071074,0.006507964,0.006679226,0.007706799,0.005651653,0.004795342,0.067477308,4.14675458,15.51461056,0.910087344,0.009590683,0.008734372,0.014214763,0.011132043,0.007706799,0.005994177,0.01010447,0.007706799,0.011988354,0.001370098,0.001370098
5840,58,A63,6,20,0.73869863,9.775856145,27.59650554,0.867465753,0.004965753,0.004109589,0.014726027,0.005136986,0.009760274,0.004794521,0.007534247,0.006506849,0.004109589,0.004280822,0.066609589,3.215993143,13.77898291,0.929280822,0.006678082,0.010616438,0.009589041,0.006678082,0.008047945,0.005993151,0.005821918,0.006506849,0.007534247,0.000342466,0.002910959
5820,58,A63,6,22,0.739003436,5.444364258,21.69004808,0.933505155,0.001890034,0.00137457,0.002405498,0.001030928,0.008419244,0.003608247,0.000859107,0.000859107,0.000687285,0.000687285,0.04467354,0.877955325,6.942593517,0.974914089,0.004123711,0.006701031,0.003264605,0.002233677,0.002749141,0.001030928,0.001202749,0.000343643,0.002749141,0.000171821,0.000515464
5921,59,A63,7,0,0.726228678,2.415841919,15.35316761,0.975679784,0.00016889,0,0,0,0,0,0,0,0,0,0.024151326,0.078804255,2.231307838,0.998311096,0.00016889,0.00016889,0.00016889,0.000337781,0.00016889,0.00016889,0.00016889,0,0.000337781,0,0
5884,59,A63,7,2,0.728925901,2.652532291,15.72754887,0.969068661,0.000169952,0.001529572,0.002889191,0.001019714,0.000339905,0,0,0,0,0,0.024983005,0.320768186,4.304800519,0.991332427,0.00067981,0.001699524,0.002719239,0.001189667,0.000339905,0.000169952,0,0.000169952,0.001359619,0,0.000339905
